temporada,semana,time_casa,time_fora,gols_casa,gols_fora,odd_casa,odd_empate,odd_fora,vencedor,odd_vencedora
2020,28,Sport Recife,Atlético-GO,0,1,3.15,3.0,2.45,Atlético-GO,2.45
2020,28,Ceará,São Paulo,1,1,3.2,3.3,2.35,Empate,3.3
2020,28,Atlético Mineiro,Botafogo,2,1,1.68,4.33,5.25,Atlético Mineiro,1.68
2020,28,Coritiba,Corinthians,0,1,3.1,2.9,2.7,Corinthians,2.7
2020,28,Fortaleza,Goiás,1,1,1.66,4.0,6.0,Empate,4.0
2020,28,Palmeiras,Athletico-PR,3,0,1.72,3.75,5.6,Palmeiras,1.72
2020,28,Santos,Sport Recife,4,2,1.68,3.6,5.5,Santos,1.68
2020,28,Bahia,São Paulo,1,3,3.6,3.4,2.12,São Paulo,2.12
2020,28,Atlético-GO,Internacional,0,0,3.1,3.1,2.45,Empate,3.1
2020,29,Grêmio,Goiás,2,1,1.33,5.25,13.0,Grêmio,1.33
2020,29,Vasco da Gama,Ceará,1,4,3.1,3.15,2.55,Ceará,2.55
2020,29,Fluminense,Red Bull Bragantino,0,0,3.55,3.3,2.2,Empate,3.3
2020,29,Fortaleza,Corinthians,0,0,2.4,3.2,3.4,Empate,3.2
2020,29,Goiás,São Paulo,0,3,10.0,5.0,1.39,São Paulo,1.39
2020,29,Botafogo,Flamengo,0,1,6.0,4.45,1.55,Flamengo,1.55
2020,29,Santos,Palmeiras,2,2,3.5,3.4,2.45,Empate,3.4
2020,29,Bahia,Ceará,0,2,2.65,3.2,2.8,Ceará,2.8
2020,29,Fluminense,Athletico-PR,3,1,2.38,3.25,3.25,Fluminense,2.38
2020,29,Coritiba,Red Bull Bragantino,0,0,3.6,3.4,2.2,Empate,3.4
2020,29,Grêmio,Vasco da Gama,4,0,1.52,4.2,7.5,Grêmio,1.52
2020,29,São Paulo,Sport Recife,1,0,1.37,4.8,11.0,São Paulo,1.37
2020,29,Atlético Mineiro,Internacional,2,2,1.78,3.6,5.0,Empate,3.6
2020,30,Atlético-GO,Goiás,0,1,1.65,3.85,6.0,Goiás,6.0
2020,30,São Paulo,Botafogo,4,0,1.5,4.33,7.2,São Paulo,1.5
2020,30,Athletico-PR,Atlético Mineiro,0,1,4.5,3.6,1.95,Atlético Mineiro,1.95
2020,30,Red Bull Bragantino,Fortaleza,2,1,1.8,3.4,4.8,Red Bull Bragantino,1.8
2020,30,Internacional,Botafogo,2,1,1.66,3.8,6.2,Internacional,1.66
2020,30,Palmeiras,Bahia,3,0,1.63,4.2,6.0,Palmeiras,1.63
2020,30,Ceará,Atlético-GO,1,2,1.98,3.3,4.33,Atlético-GO,4.33
2020,30,Goiás,Grêmio,0,0,6.2,4.0,1.62,Empate,4.0
2020,30,Flamengo,Santos,4,1,1.3,5.75,11.0,Flamengo,1.3
2020,30,Corinthians,São Paulo,1,0,4.3,3.4,1.98,Corinthians,4.3
2020,30,Sport Recife,Coritiba,1,0,2.5,3.2,3.25,Sport Recife,2.5
2020,30,Vasco da Gama,Fluminense,1,1,3.1,3.1,2.62,Empate,3.1
2020,31,Atlético-GO,Fluminense,2,1,2.6,3.2,3.1,Atlético-GO,2.6
2020,31,São Paulo,Atlético Mineiro,3,0,2.4,3.55,3.1,São Paulo,2.4
2020,31,Sport Recife,Grêmio,1,1,4.75,3.4,1.9,Empate,3.4
2020,31,Coritiba,Botafogo,1,2,2.7,3.1,2.92,Botafogo,2.92
2020,31,Internacional,Palmeiras,2,0,2.8,2.8,3.05,Internacional,2.8
2020,31,Red Bull Bragantino,Athletico-PR,0,1,1.93,3.6,4.33,Athletico-PR,4.33
2020,31,Vasco da Gama,Santos,1,0,2.62,3.15,2.85,Vasco da Gama,2.62
2020,31,Flamengo,Bahia,4,3,1.34,6.0,10.0,Flamengo,1.34
2020,31,Fortaleza,Ceará,0,2,2.85,3.1,2.75,Ceará,2.75
2020,32,Corinthians,Goiás,2,1,1.45,4.5,9.0,Corinthians,1.45
2020,32,Atlético Mineiro,Coritiba,2,0,1.4,5.5,9.5,Atlético Mineiro,1.4
2020,32,Fortaleza,Flamengo,0,0,4.75,3.75,1.75,Empate,3.75
2020,32,Goiás,Sport Recife,1,0,2.62,3.25,2.85,Goiás,2.62
2020,32,Fluminense,São Paulo,1,2,4.5,3.4,1.91,São Paulo,1.91
2020,32,Bahia,Internacional,1,2,2.67,3.1,2.92,Internacional,2.92
2020,32,Botafogo,Corinthians,0,2,3.4,3.1,2.55,Corinthians,2.55
2020,32,Athletico-PR,Vasco da Gama,3,0,1.95,3.4,4.4,Athletico-PR,1.95
2020,32,Palmeiras,Red Bull Bragantino,1,0,1.9,3.4,5.0,Palmeiras,1.9
2020,32,Santos,Ceará,1,1,2.1,3.4,3.75,Empate,3.4
2020,32,Grêmio,Atlético-GO,2,1,2.07,3.25,4.2,Grêmio,2.07
2020,33,Botafogo,Athletico-PR,0,2,2.57,3.2,2.9,Athletico-PR,2.9
2020,33,Grêmio,Bahia,2,1,1.5,4.33,7.5,Grêmio,1.5
2020,33,Coritiba,Goiás,1,2,2.15,3.4,3.65,Goiás,3.65
2020,33,Sport Recife,Fortaleza,1,0,3.2,3.0,2.55,Sport Recife,3.2
2020,33,Flamengo,Fluminense,1,2,1.47,4.5,7.1,Fluminense,7.1
2020,33,Red Bull Bragantino,São Paulo,4,2,2.92,3.25,2.57,Red Bull Bragantino,2.92
2020,33,Ceará,Internacional,0,2,2.9,3.05,2.7,Internacional,2.7
2020,33,Atlético-GO,Vasco da Gama,0,0,2.15,3.2,4.0,Empate,3.2
2020,33,Coritiba,Athletico-PR,0,0,3.4,3.15,2.38,Empate,3.15
2020,33,Sport Recife,Palmeiras,0,1,4.0,3.4,2.07,Palmeiras,2.07
2020,33,Fortaleza,Grêmio,0,0,3.6,3.2,2.25,Empate,3.2
2020,33,Flamengo,Ceará,0,2,1.42,5.0,8.0,Ceará,8.0
2020,33,São Paulo,Santos,0,1,1.47,4.2,8.0,Santos,8.0
2020,33,Atlético-GO,Bahia,1,1,2.4,3.2,3.3,Empate,3.2
2020,33,Internacional,Goiás,1,0,1.49,4.2,8.5,Internacional,1.49
2020,33,Vasco da Gama,Botafogo,3,0,2.22,3.3,3.7,Vasco da Gama,2.22
2020,34,Red Bull Bragantino,Atlético Mineiro,2,2,3.6,3.6,2.23,Empate,3.6
2020,34,Corinthians,Fluminense,5,0,2.1,3.1,4.1,Corinthians,2.1
2020,34,Palmeiras,Grêmio,1,1,2.9,3.2,2.88,Empate,3.2
2020,34,Fluminense,Sport Recife,1,0,2.15,3.3,4.2,Fluminense,2.15
2020,34,Vasco da Gama,Coritiba,0,1,1.78,3.6,6.7,Coritiba,6.7
2020,34,Athletico-PR,São Paulo,1,1,3.7,3.2,2.2,Empate,3.2
2020,34,Santos,Botafogo,2,1,1.9,3.6,4.45,Santos,1.9
2020,34,Atlético Mineiro,Atlético-GO,3,1,1.47,4.75,8.0,Atlético Mineiro,1.47
2020,34,Ceará,Red Bull Bragantino,1,2,2.85,3.2,2.7,Red Bull Bragantino,2.7
2020,34,Internacional,Fortaleza,4,2,1.94,3.5,5.0,Internacional,1.94
2020,35,Palmeiras,Corinthians,4,0,2.15,3.2,3.85,Palmeiras,2.15
2020,35,Goiás,Flamengo,0,3,8.5,5.0,1.4,Flamengo,1.4
2020,35,Botafogo,Atlético-GO,1,3,2.37,3.35,3.2,Atlético-GO,3.2
2020,35,Bahia,Athletico-PR,1,0,2.05,3.25,4.1,Bahia,2.05
2020,35,Grêmio,Atlético Mineiro,1,1,2.52,3.4,2.9,Empate,3.4
2020,35,Coritiba,Fluminense,3,3,3.2,3.1,2.45,Empate,3.1
2020,35,Red Bull Bragantino,Vasco da Gama,4,1,1.7,3.6,5.5,Red Bull Bragantino,1.7
2020,35,São Paulo,Internacional,1,5,2.05,3.4,4.2,Internacional,4.2
2020,35,Flamengo,Palmeiras,2,0,2.06,3.6,3.6,Flamengo,2.06
2020,35,Fortaleza,Santos,2,0,2.0,3.25,4.33,Fortaleza,2.0
2020,35,Goiás,Ceará,0,4,3.4,3.55,2.25,Ceará,2.25
2020,35,Corinthians,Sport Recife,3,0,1.7,3.8,6.0,Corinthians,1.7
2020,35,São Paulo,Coritiba,1,1,1.38,5.0,10.0,Empate,5.0
2020,35,Vasco da Gama,Atlético Mineiro,3,2,4.6,3.8,1.8,Vasco da Gama,4.6
2020,35,Athletico-PR,Flamengo,2,1,5.5,4.0,1.67,Athletico-PR,5.5
2020,35,Ceará,Palmeiras,2,1,2.4,3.5,3.4,Ceará,2.4
2020,35,Internacional,Grêmio,2,1,2.87,3.1,3.0,Internacional,2.87
2020,35,Atlético-GO,Fortaleza,2,0,2.35,3.1,3.4,Atlético-GO,2.35
2020,35,Santos,Goiás,3,4,1.39,5.25,9.0,Goiás,9.0
2020,35,Sport Recife,Bahia,2,0,3.0,3.3,2.52,Sport Recife,3.0
2020,35,Fluminense,Botafogo,2,0,2.12,3.3,3.8,Fluminense,2.12
2020,36,Corinthians,Red Bull Bragantino,0,2,2.6,3.4,2.92,Red Bull Bragantino,2.92
2020,36,Atlético Mineiro,Santos,2,0,1.21,7.0,16.0,Atlético Mineiro,1.21
2020,36,Palmeiras,Vasco da Gama,1,1,2.15,3.35,3.9,Empate,3.35
2020,36,Bahia,Corinthians,2,1,2.25,3.4,3.4,Bahia,2.25
2020,36,Grêmio,Flamengo,2,4,3.1,3.5,2.32,Flamengo,2.32
2020,36,Atlético-GO,São Paulo,2,1,3.9,3.6,2.0,Atlético-GO,3.9
2020,36,Ceará,Athletico-PR,0,2,2.15,3.4,3.7,Athletico-PR,3.7
2020,36,Coritiba,Grêmio,1,1,4.15,3.4,2.02,Empate,3.4
2020,36,Vasco da Gama,Bahia,0,0,2.25,3.2,3.5,Empate,3.2
2020,36,Atlético Mineiro,Fortaleza,2,0,1.45,4.5,8.0,Atlético Mineiro,1.45
2020,36,Internacional,Red Bull Bragantino,2,1,2.25,3.35,3.9,Internacional,2.25
2020,36,Fluminense,Goiás,3,0,1.75,3.9,5.4,Fluminense,1.75
2020,37,Sport Recife,Flamengo,0,3,9.0,5.0,1.6,Flamengo,1.6
2020,37,Palmeiras,Botafogo,1,1,1.62,4.5,7.1,Empate,4.5
2020,37,Grêmio,Santos,3,3,1.85,3.75,5.5,Empate,3.75
2020,37,Red Bull Bragantino,Atlético-GO,2,0,1.7,4.0,6.0,Red Bull Bragantino,1.7
2020,37,Bahia,Fluminense,0,1,2.8,3.25,2.65,Fluminense,2.65
2020,37,Corinthians,Ceará,2,1,2.0,3.7,4.0,Corinthians,2.0
2020,37,Goiás,Atlético Mineiro,1,0,8.0,4.75,1.45,Goiás,8.0
2020,37,Fortaleza,Coritiba,3,1,1.75,3.8,6.5,Fortaleza,1.75
2020,37,Athletico-PR,Internacional,0,0,3.2,3.1,2.45,Empate,3.1
2020,37,Flamengo,Vasco da Gama,2,0,1.34,5.5,10.5,Flamengo,1.34
2020,37,Botafogo,Sport Recife,0,1,2.8,3.4,2.72,Sport Recife,2.72
2020,37,Bahia,Goiás,3,3,1.7,4.0,5.75,Empate,4.0
2020,37,Atlético-GO,Santos,1,1,2.46,3.25,3.0,Empate,3.25
2020,37,Red Bull Bragantino,Flamengo,1,1,3.25,3.9,2.16,Empate,3.9
2020,38,Botafogo,Grêmio,2,5,6.5,4.5,1.55,Grêmio,1.55
2020,38,Internacional,Sport Recife,1,2,1.52,4.0,8.75,Sport Recife,8.75
2020,38,Fortaleza,Vasco da Gama,3,0,2.0,2.95,4.6,Fortaleza,2.0
2020,38,São Paulo,Ceará,1,1,1.75,3.75,5.25,Empate,3.75
2020,38,Corinthians,Athletico-PR,3,3,2.02,3.4,4.2,Empate,3.4
2020,38,Fluminense,Atlético Mineiro,0,0,3.5,3.3,2.22,Empate,3.3
2020,38,Goiás,Botafogo,2,0,1.79,3.9,4.5,Goiás,1.79
2020,38,Atlético Mineiro,Bahia,1,1,1.42,5.0,8.0,Empate,5.0
2020,38,Santos,Coritiba,2,0,1.34,5.5,10.0,Santos,1.34
2020,38,Flamengo,Corinthians,2,1,1.33,5.5,11.0,Flamengo,1.33
2020,38,Vasco da Gama,Internacional,0,2,3.3,3.1,2.4,Internacional,2.4
2020,38,Athletico-PR,Atlético-GO,2,1,1.9,3.6,4.4,Athletico-PR,1.9
2020,38,Palmeiras,Fortaleza,3,0,2.15,3.3,3.75,Palmeiras,2.15
2020,38,Grêmio,São Paulo,1,2,2.25,3.35,3.35,São Paulo,3.35
2020,39,Ceará,Fluminense,1,3,2.5,3.3,3.05,Fluminense,3.05
2020,39,Sport Recife,Red Bull Bragantino,0,0,4.55,3.8,1.8,Empate,3.8
2020,39,Santos,Corinthians,1,0,2.38,3.25,3.3,Santos,2.38
2020,39,Coritiba,Palmeiras,1,0,5.5,3.6,1.75,Coritiba,5.5
2020,39,São Paulo,Palmeiras,1,1,2.2,3.25,3.8,Empate,3.25
2020,39,Coritiba,Ceará,0,2,3.65,3.4,2.18,Ceará,2.18
2020,39,Fortaleza,Bahia,0,4,2.21,3.3,3.75,Bahia,3.75
2020,39,Corinthians,Vasco da Gama,0,0,1.84,4.4,7.1,Empate,4.4
2020,39,Flamengo,Internacional,2,1,1.6,4.2,6.0,Flamengo,1.6
2020,39,Sport Recife,Atlético Mineiro,2,3,5.75,3.8,1.65,Atlético Mineiro,1.65
2020,39,Grêmio,Athletico-PR,1,0,1.95,3.5,4.5,Grêmio,1.95
2020,39,Santos,Fluminense,1,1,2.45,3.2,3.25,Empate,3.2
2020,39,Goiás,Red Bull Bragantino,0,0,4.6,3.9,1.8,Empate,3.9
2020,40,Palmeiras,Atlético-GO,1,1,1.7,4.0,6.5,Empate,4.0
2020,40,Botafogo,São Paulo,1,0,8.5,5.0,1.39,Botafogo,8.5
2020,40,Athletico-PR,Sport Recife,2,0,1.85,3.6,4.75,Athletico-PR,1.85
2020,40,Atlético-GO,Coritiba,3,1,1.62,4.0,5.8,Atlético-GO,1.62
2020,40,Atlético Mineiro,Palmeiras,2,0,1.53,4.5,7.0,Atlético Mineiro,1.53
2020,40,Bahia,Santos,2,0,1.57,4.2,6.5,Bahia,1.57
2020,40,Ceará,Botafogo,2,1,1.9,4.2,4.25,Ceará,1.9
2020,40,Fluminense,Fortaleza,2,0,1.78,3.5,5.25,Fluminense,1.78
2020,40,Internacional,Corinthians,0,0,1.47,4.25,8.75,Empate,4.25
2020,40,Red Bull Bragantino,Grêmio,1,0,1.7,4.05,5.6,Red Bull Bragantino,1.7
2020,40,São Paulo,Flamengo,2,1,5.0,4.1,1.7,São Paulo,5.0
2020,40,Vasco da Gama,Goiás,3,2,1.87,3.75,4.4,Vasco da Gama,1.87
2021,1,Cuiabá,Juventude,2,2,2.25,3.25,3.75,Empate,3.25
2021,1,Bahia,Santos,3,0,2.5,3.3,3.15,Bahia,2.5
2021,1,São Paulo,Fluminense,0,0,1.93,3.4,5.0,Empate,3.4
2021,1,Atlético Mineiro,Fortaleza,1,2,1.48,4.2,7.5,Fortaleza,7.5
2021,1,Ceará,Grêmio,3,2,3.9,3.3,2.18,Ceará,3.9
2021,1,Flamengo,Palmeiras,1,0,1.9,3.6,4.6,Flamengo,1.9
2021,1,Athletico-PR,América-MG,1,0,2.52,3.2,3.3,Athletico-PR,2.52
2021,1,Chapecoense,Red Bull Bragantino,0,3,4.2,3.3,2.07,Red Bull Bragantino,2.07
2021,1,Corinthians,Atlético-GO,0,1,2.03,3.4,4.6,Atlético-GO,4.6
2021,1,Internacional,Sport Recife,2,2,1.35,5.5,10.25,Empate,5.5
2021,2,Atlético-GO,São Paulo,2,0,3.5,3.1,2.5,Atlético-GO,3.5
2021,2,Red Bull Bragantino,Bahia,3,3,2.0,3.4,4.15,Empate,3.4
2021,2,Santos,Ceará,3,1,2.05,3.5,4.4,Santos,2.05
2021,2,Fluminense,Cuiabá,1,0,1.72,3.8,6.7,Fluminense,1.72
2021,2,América-MG,Corinthians,0,1,2.25,3.3,3.85,Corinthians,3.85
2021,2,Fortaleza,Internacional,5,1,2.85,3.1,2.95,Fortaleza,2.85
2021,2,Juventude,Athletico-PR,0,3,2.85,3.1,2.8,Athletico-PR,2.8
2021,2,Palmeiras,Chapecoense,3,1,1.4,4.6,9.0,Palmeiras,1.4
2021,2,Sport Recife,Atlético Mineiro,0,1,4.75,3.5,1.95,Atlético Mineiro,1.95
2021,3,Palmeiras,Corinthians,1,1,1.93,3.5,4.7,Empate,3.5
2021,3,Santos,Juventude,0,0,1.7,4.0,5.75,Empate,4.0
2021,3,Atlético Mineiro,São Paulo,1,0,2.18,3.3,3.7,Atlético Mineiro,2.18
2021,3,Flamengo,América-MG,2,0,1.55,4.2,6.6,Flamengo,1.55
2021,3,Grêmio,Athletico-PR,0,1,1.9,3.5,5.8,Athletico-PR,5.8
2021,3,Bahia,Internacional,0,1,2.57,3.3,2.87,Internacional,2.87
2021,3,Chapecoense,Ceará,0,0,3.45,3.2,2.4,Empate,3.2
2021,3,Fortaleza,Sport Recife,1,0,1.69,3.75,5.6,Fortaleza,1.69
2021,3,Red Bull Bragantino,Fluminense,2,2,2.05,3.4,4.1,Empate,3.4
2021,4,Internacional,Atlético Mineiro,0,1,2.55,3.25,2.95,Atlético Mineiro,2.95
2021,4,São Paulo,Chapecoense,1,1,1.37,5.0,9.5,Empate,5.0
2021,4,Corinthians,Red Bull Bragantino,1,2,2.55,3.1,3.1,Red Bull Bragantino,3.1
2021,4,Juventude,Palmeiras,0,3,5.5,3.6,1.8,Palmeiras,1.8
2021,4,América-MG,Cuiabá,0,0,2.0,3.2,4.5,Empate,3.2
2021,4,Ceará,Bahia,1,2,2.65,3.1,3.0,Bahia,3.0
2021,4,Atlético-GO,Fortaleza,0,0,2.6,3.1,3.2,Empate,3.1
2021,4,Fluminense,Santos,1,0,2.1,3.95,5.3,Fluminense,2.1
2021,4,Sport Recife,Grêmio,1,0,4.6,3.5,1.9,Sport Recife,4.6
2021,4,Flamengo,Red Bull Bragantino,2,3,1.65,4.0,6.0,Red Bull Bragantino,6.0
2021,4,Palmeiras,América-MG,2,1,1.6,4.0,7.8,Palmeiras,1.6
2021,4,Bahia,Corinthians,0,0,2.4,3.1,3.35,Empate,3.1
2021,4,Internacional,Ceará,1,1,1.72,3.7,6.2,Empate,3.7
2021,4,Athletico-PR,Atlético-GO,2,1,2.05,3.25,4.33,Athletico-PR,2.05
2021,4,Fortaleza,Fluminense,1,1,2.35,3.0,3.5,Empate,3.0
2021,4,Santos,São Paulo,2,0,3.15,3.2,2.42,Santos,3.15
2021,4,Juventude,Sport Recife,1,0,2.47,3.1,3.3,Juventude,2.47
2021,5,Atlético Mineiro,Chapecoense,1,1,1.31,5.5,11.25,Empate,5.5
2021,5,Atlético-GO,Fluminense,1,0,2.85,3.1,2.85,Atlético-GO,2.85
2021,5,Flamengo,Fortaleza,2,1,1.45,4.5,8.0,Flamengo,1.45
2021,5,Red Bull Bragantino,Palmeiras,3,1,2.6,3.25,2.9,Red Bull Bragantino,2.6
2021,5,São Paulo,Cuiabá,2,2,1.57,4.0,7.9,Empate,4.0
2021,5,América-MG,Juventude,1,1,1.81,3.4,5.5,Empate,3.4
2021,5,Ceará,Atlético Mineiro,2,1,3.25,3.3,2.3,Ceará,3.25
2021,5,Chapecoense,Internacional,1,2,4.4,3.4,2.0,Internacional,2.0
2021,5,Corinthians,Sport Recife,2,1,1.75,3.5,5.5,Corinthians,1.75
2021,5,Bahia,Athletico-PR,2,1,2.75,3.0,3.1,Bahia,2.75
2021,5,Grêmio,Santos,2,2,2.06,3.25,4.25,Empate,3.25
2021,5,Juventude,Flamengo,1,0,8.25,4.5,1.5,Juventude,8.25
2021,5,Fluminense,Corinthians,1,1,2.6,3.1,3.6,Empate,3.1
2021,5,Athletico-PR,Chapecoense,2,2,1.6,3.75,7.5,Empate,3.75
2021,5,Grêmio,Fortaleza,0,0,1.98,3.2,4.6,Empate,3.2
2021,5,Palmeiras,Bahia,3,2,1.66,3.95,6.0,Palmeiras,1.66
2021,5,América-MG,Internacional,1,1,2.75,3.05,2.95,Empate,3.05
2021,5,Ceará,São Paulo,1,1,2.72,3.2,2.8,Empate,3.2
2021,5,Santos,Atlético Mineiro,2,0,2.9,3.25,2.55,Santos,2.9
2021,5,Sport Recife,Cuiabá,0,0,2.4,3.1,3.6,Empate,3.1
2021,6,Atlético-GO,Red Bull Bragantino,0,1,3.4,3.3,2.27,Red Bull Bragantino,2.27
2021,6,Fluminense,Athletico-PR,1,4,2.47,3.0,3.3,Athletico-PR,3.3
2021,6,Fortaleza,Chapecoense,3,2,1.63,4.1,7.5,Fortaleza,1.63
2021,6,Bahia,América-MG,3,4,2.15,3.2,3.75,América-MG,3.75
2021,6,Internacional,Palmeiras,1,2,2.65,3.25,2.9,Palmeiras,2.9
2021,6,Santos,Sport Recife,0,0,1.7,3.5,6.25,Empate,3.5
2021,6,Corinthians,São Paulo,0,0,3.2,3.1,2.65,Empate,3.1
2021,6,Juventude,Grêmio,2,0,4.5,3.4,1.95,Juventude,4.5
2021,6,Red Bull Bragantino,Ceará,0,0,1.66,4.0,6.2,Empate,4.0
2021,6,Atlético Mineiro,Atlético-GO,4,1,1.78,3.5,5.8,Atlético Mineiro,1.78
2021,6,Cuiabá,Flamengo,0,2,6.5,4.0,1.62,Flamengo,1.62
2021,6,América-MG,Santos,2,0,2.63,3.3,3.55,América-MG,2.63
2021,6,Athletico-PR,Fortaleza,2,1,2.1,3.25,3.9,Athletico-PR,2.1
2021,6,Corinthians,Internacional,1,1,2.55,3.0,3.35,Empate,3.0
2021,6,Chapecoense,Bahia,0,2,3.3,3.4,2.35,Bahia,2.35
2021,6,Flamengo,Fluminense,0,1,1.8,3.75,5.2,Fluminense,5.2
2021,6,Sport Recife,Palmeiras,0,1,4.65,3.5,1.95,Palmeiras,1.95
2021,6,Ceará,Juventude,2,0,1.93,3.5,4.75,Ceará,1.93
2021,6,Cuiabá,Atlético Mineiro,0,1,5.0,3.5,1.9,Atlético Mineiro,1.9
2021,6,São Paulo,Red Bull Bragantino,1,2,2.4,3.1,3.55,Red Bull Bragantino,3.55
2021,6,Grêmio,Atlético-GO,0,1,1.8,4.0,7.0,Atlético-GO,7.0
2021,7,Santos,Athletico-PR,2,1,2.67,3.1,2.9,Santos,2.67
2021,7,Bahia,Juventude,1,0,1.78,3.5,5.1,Bahia,1.78
2021,7,Fortaleza,América-MG,4,0,1.87,3.4,4.75,Fortaleza,1.87
2021,7,Red Bull Bragantino,Cuiabá,1,1,1.66,3.8,6.25,Empate,3.8
2021,7,Atlético Mineiro,Flamengo,2,1,3.2,3.3,2.5,Atlético Mineiro,3.2
2021,7,Palmeiras,Grêmio,2,0,2.05,3.4,4.4,Palmeiras,2.05
2021,7,Atlético-GO,Sport Recife,1,1,1.95,3.3,4.75,Empate,3.3
2021,7,Fluminense,Ceará,0,0,2.3,3.1,3.75,Empate,3.1
2021,7,Internacional,São Paulo,0,2,2.85,3.1,2.75,São Paulo,2.75
2021,7,Chapecoense,Corinthians,0,1,4.3,3.2,2.0,Corinthians,2.0
2021,7,Grêmio,Internacional,0,0,2.35,3.15,3.4,Empate,3.15
2021,7,Palmeiras,Santos,3,2,1.6,4.2,6.5,Palmeiras,1.6
2021,7,Athletico-PR,Red Bull Bragantino,2,2,2.6,3.25,2.9,Empate,3.25
2021,7,América-MG,Atlético Mineiro,0,1,4.1,3.3,2.05,Atlético Mineiro,2.05
2021,7,São Paulo,Bahia,1,0,1.95,3.5,4.55,São Paulo,1.95
2021,7,Sport Recife,Fluminense,1,2,2.8,3.0,3.15,Fluminense,3.15
2021,7,Juventude,Atlético-GO,1,1,2.6,3.1,3.25,Empate,3.1
2021,7,Cuiabá,Ceará,2,2,2.95,3.0,2.8,Empate,3.0
2021,7,Flamengo,Chapecoense,2,1,1.23,7.0,17.0,Flamengo,1.23
2021,7,Fortaleza,Corinthians,1,0,2.35,3.1,3.5,Fortaleza,2.35
2021,8,Ceará,Athletico-PR,1,0,2.1,3.4,4.0,Ceará,2.1
2021,8,São Paulo,Fortaleza,0,1,2.12,3.0,3.9,Fortaleza,3.9
2021,8,Corinthians,Atlético Mineiro,1,2,2.75,3.2,3.1,Atlético Mineiro,3.1
2021,8,Fluminense,Grêmio,0,1,2.65,3.05,2.95,Grêmio,2.95
2021,8,Chapecoense,Cuiabá,2,3,2.6,3.1,3.1,Cuiabá,3.1
2021,8,Atlético-GO,Palmeiras,0,3,4.65,3.75,1.96,Palmeiras,1.96
2021,8,Bahia,Flamengo,0,5,5.25,3.95,1.7,Flamengo,1.7
2021,8,Internacional,Juventude,1,0,1.75,3.5,6.2,Internacional,1.75
2021,8,Red Bull Bragantino,Santos,2,2,1.88,3.6,4.2,Empate,3.6
2021,9,América-MG,Sport Recife,0,1,1.78,3.4,5.8,Sport Recife,5.8
2021,9,Cuiabá,Atlético-GO,2,1,2.6,2.95,3.2,Cuiabá,2.6
2021,9,Grêmio,América-MG,1,1,1.95,3.4,4.6,Empate,3.4
2021,9,Palmeiras,Fluminense,1,0,1.6,3.85,7.0,Palmeiras,1.6
2021,9,Atlético Mineiro,Bahia,3,0,1.66,4.0,5.7,Atlético Mineiro,1.66
2021,9,Flamengo,São Paulo,5,1,1.66,4.0,6.1,Flamengo,1.66
2021,9,Athletico-PR,Internacional,2,1,2.55,3.3,3.2,Athletico-PR,2.55
2021,9,Santos,Atlético-GO,0,1,1.8,3.5,5.25,Atlético-GO,5.25
2021,9,Sport Recife,Ceará,0,0,3.75,3.0,2.45,Empate,3.0
2021,10,Juventude,Chapecoense,1,0,2.22,3.0,3.8,Juventude,2.22
2021,10,Cuiabá,Corinthians,1,2,3.1,2.85,2.7,Corinthians,2.7
2021,10,São Paulo,Palmeiras,0,0,2.95,3.1,2.75,Empate,3.1
2021,10,Internacional,Cuiabá,0,0,1.75,3.45,6.0,Empate,3.45
2021,10,Red Bull Bragantino,Grêmio,1,0,2.05,3.4,3.9,Red Bull Bragantino,2.05
2021,10,Atlético Mineiro,Athletico-PR,2,0,1.72,3.6,5.75,Atlético Mineiro,1.72
2021,10,Corinthians,Flamengo,1,3,5.5,3.75,1.75,Flamengo,1.75
2021,10,Bahia,Sport Recife,0,1,1.88,3.4,4.65,Sport Recife,4.65
2021,10,Chapecoense,Santos,0,1,3.7,3.3,2.15,Santos,2.15
2021,10,Atlético-GO,América-MG,1,1,2.55,3.1,3.2,Empate,3.1
2021,10,Ceará,Fortaleza,3,1,3.5,3.0,2.5,Ceará,3.5
2021,11,Sport Recife,Red Bull Bragantino,0,0,3.5,3.1,2.37,Empate,3.1
2021,11,Athletico-PR,São Paulo,1,2,2.9,3.1,2.7,São Paulo,2.7
2021,11,Cuiabá,Bahia,1,1,2.45,3.15,3.15,Empate,3.15
2021,11,Palmeiras,Fortaleza,2,3,1.72,3.6,5.4,Fortaleza,5.4
2021,11,América-MG,Fluminense,1,0,2.95,3.1,2.8,América-MG,2.95
2021,11,Juventude,Atlético Mineiro,1,2,4.9,3.2,2.15,Atlético Mineiro,2.15
2021,11,Santos,Corinthians,0,0,2.75,3.1,3.0,Empate,3.1
2021,11,Ceará,Atlético-GO,0,0,1.8,3.5,5.5,Empate,3.5
2021,11,Flamengo,Internacional,0,4,1.5,4.5,8.0,Internacional,8.0
2021,12,Grêmio,Chapecoense,2,1,1.53,4.0,7.75,Grêmio,1.53
2021,12,Red Bull Bragantino,Juventude,1,2,1.93,3.3,5.1,Juventude,5.1
2021,12,Atlético Mineiro,Palmeiras,2,0,2.1,3.3,3.95,Atlético Mineiro,2.1
2021,12,São Paulo,Grêmio,2,1,2.44,3.0,3.5,São Paulo,2.44
2021,12,Corinthians,Ceará,3,1,2.3,3.0,3.7,Corinthians,2.3
